Date,Open,High,Low,Close,Adj Close,Volume
2011-01-03,0.3880000114440918,0.39925000071525574,0.38749998807907104,0.3955000042915344,0.3627631962299347,817448000
2011-01-04,0.39625000953674316,0.39800000190734863,0.3855000138282776,0.3942500054836273,0.36161667108535767,651384000
2011-01-05,0.40149998664855957,0.42500001192092896,0.39750000834465027,0.4244999885559082,0.38936281204223633,1428216000
2011-01-06,0.43549999594688416,0.48350000381469727,0.43424999713897705,0.4832499921321869,0.44324979186058044,3493312000
2011-01-07,0.4777500033378601,0.49825000762939453,0.46700000762939453,0.49674999713897705,0.45563238859176636,2579984000
2011-01-10,0.48774999380111694,0.5167499780654907,0.48399999737739563,0.515749990940094,0.4730597734451294,1750348000
2011-01-11,0.5227500200271606,0.5277500152587891,0.49674999713897705,0.5077499747276306,0.4657217860221863,2711088000
2011-01-12,0.5080000162124634,0.5842499732971191,0.5062500238418579,0.5837500095367432,0.5354311466217041,3431896000
2011-01-13,0.5774999856948853,0.5960000157356262,0.559499979019165,0.5847499966621399,0.536348283290863,2695192000
2011-01-14,0.5747500061988831,0.5995000004768372,0.5712500214576721,0.5897499918937683,0.5409345626831055,1595352000
2011-01-18,0.5817499756813049,0.5857499837875366,0.5617499947547913,0.5759999752044678,0.5283226370811462,1813348000
2011-01-19,0.5762500166893005,0.5899999737739563,0.5590000152587891,0.5602499842643738,0.5138763189315796,1197896000
2011-01-20,0.5547500252723694,0.5640000104904175,0.5447499752044678,0.5607500076293945,0.5143347978591919,1111408000
2011-01-21,0.5667499899864197,0.5747500061988831,0.5544999837875366,0.5554999709129333,0.5095193982124329,739244000
2011-01-24,0.5809999704360962,0.6262500286102295,0.5745000243186951,0.6182500123977661,0.5670754313468933,2056900000
2011-01-25,0.6154999732971191,0.621999979019165,0.5952500104904175,0.5992500185966492,0.5496483445167542,1086856000
2011-01-26,0.6054999828338623,0.625,0.6012499928474426,0.6134999990463257,0.5627187490463257,1074660000
2011-01-27,0.6222500205039978,0.6237499713897705,0.6000000238418579,0.6117500066757202,0.5611135959625244,657396000
2011-01-28,0.6132500171661377,0.6234999895095825,0.5799999833106995,0.593999981880188,0.5448327660560608,1094796000
2011-01-31,0.5950000286102295,0.606249988079071,0.5852500200271606,0.5979999899864197,0.54850172996521,750160000
2011-02-01,0.6032500267028809,0.6162499785423279,0.5992500185966492,0.6117500066757202,0.5611135959625244,654104000
2011-02-02,0.6082500219345093,0.6542500257492065,0.6082500219345093,0.6395000219345093,0.5865665674209595,1606616000
2011-02-03,0.640500009059906,0.640500009059906,0.6137499809265137,0.6274999976158142,0.5755599737167358,1030776000
2011-02-04,0.6362500190734863,0.6467499732971191,0.6337500214576721,0.6417499780654907,0.588630199432373,872900000
2011-02-07,0.6330000162124634,0.6357499957084656,0.6127499938011169,0.6150000095367432,0.5640944838523865,934236000
2011-02-08,0.6157500147819519,0.6197500228881836,0.593999981880188,0.596750020980835,0.547355055809021,1076584000
2011-02-09,0.5989999771118164,0.6050000190734863,0.5715000033378601,0.5822499990463257,0.534055233001709,1277520000
2011-02-10,0.5692499876022339,0.5802500247955322,0.5649999976158142,0.5705000162124634,0.523277997970581,1042352000
2011-02-11,0.5684999823570251,0.6052500009536743,0.559249997138977,0.5867499709129333,0.5381829142570496,1359276000
2011-02-14,0.59375,0.612500011920929,0.5755000114440918,0.577750027179718,0.5299277901649475,1287828000
2011-02-15,0.5787500143051147,0.5807499885559082,0.5612499713897705,0.5637500286102295,0.5170868039131165,886980000
2011-02-16,0.5712500214576721,0.5927500128746033,0.5692499876022339,0.5845000147819519,0.5361189842224121,1318364000
2011-02-17,0.5680000185966492,0.6502500176429749,0.5652499794960022,0.6420000195503235,0.5888596773147583,3470096000
2011-02-18,0.6384999752044678,0.6487500071525574,0.6307500004768372,0.640749990940094,0.5877131223678589,1394412000
2011-02-22,0.6197500228881836,0.6215000152587891,0.578249990940094,0.5802500247955322,0.5322210788726807,1396648000
2011-02-23,0.5802500247955322,0.5857499837875366,0.5444999933242798,0.5527499914169312,0.5069972276687622,1491604000
2011-02-24,0.5554999709129333,0.5759999752044678,0.5515000224113464,0.5662500262260437,0.5193796157836914,1246120000
2011-02-25,0.5814999938011169,0.5874999761581421,0.5734999775886536,0.578000009059906,0.530157208442688,775652000
2011-02-28,0.5874999761581421,0.5877500176429749,0.5534999966621399,0.5665000081062317,0.5196089744567871,903696000
2011-03-01,0.5674999952316284,0.5747500061988831,0.5412499904632568,0.5412499904632568,0.4964491128921509,988448000
2011-03-02,0.5404999852180481,0.5507500171661377,0.5062500238418579,0.518750011920929,0.47581154108047485,1718140000
2011-03-03,0.5307499766349792,0.5337499976158142,0.5059999823570251,0.5217499732971191,0.4785631597042084,1593704000
2011-03-04,0.5222499966621399,0.5274999737739563,0.5132499933242798,0.5189999938011169,0.4760408401489258,959760000
2011-03-07,0.5227500200271606,0.5245000123977661,0.4987500011920929,0.5117499828338623,0.4693908989429474,1019140000
2011-03-08,0.5172500014305115,0.5199999809265137,0.4779999852180481,0.48875001072883606,0.44829457998275757,1947184000
2011-03-09,0.4872500002384186,0.492000013589859,0.4742499887943268,0.47850000858306885,0.43889304995536804,1318976000
2011-03-10,0.4675000011920929,0.47099998593330383,0.44749999046325684,0.4480000138282776,0.41091760993003845,1722736000
2011-03-11,0.4517500102519989,0.4637500047683716,0.4415000081062317,0.45124998688697815,0.41389867663383484,1486832000
2011-03-14,0.4547500014305115,0.4662500023841858,0.44749999046325684,0.45500001311302185,0.4173382818698883,1003360000
2011-03-15,0.43274998664855957,0.4490000009536743,0.42524999380111694,0.4415000081062317,0.40495574474334717,1256280000
2011-03-16,0.4375,0.45875000953674316,0.4325000047683716,0.43825000524520874,0.4019746482372284,1476520000
2011-03-17,0.44999998807907104,0.4507499933242798,0.4300000071525574,0.4465000033378601,0.4095417261123657,1238516000
2011-03-18,0.45350000262260437,0.45500001311302185,0.4399999976158142,0.4404999911785126,0.4040383994579315,886960000
2011-03-21,0.44999998807907104,0.4544999897480011,0.43950000405311584,0.4440000057220459,0.40724870562553406,751832000
2011-03-22,0.4427500069141388,0.44699999690055847,0.43424999713897705,0.4362500011920929,0.40014025568962097,718332000
2011-03-23,0.43549999594688416,0.4465000033378601,0.4259999990463257,0.445250004529953,0.408395379781723,782396000
2011-03-24,0.4547500014305115,0.48625001311302185,0.45375001430511475,0.4807499945163727,0.4409567713737488,1780592000
